1232324345	13811123365	dsakdien	dkdidocod	200	100	100
1232324345	13812353365	dsakdien	dkdidocod	200	100	100
1232324345	13812463365	dsakdien	dkdidocod	300	100	100
1232324345	13814566365	dsakdien	dkdidocod	400	100	100
1232324345	13810986365	dsakdien	dkdidocod	600	100	100
1232324345	13811123567	dsakdien	dkdidocod	700	100	100
1232324345	13811125687	dsakdien	dkdidocod	900	100	100
1232324345	18611145679	dsakdien	dkdidocod	20	100	100
1232324345	18611234555	dsakdien	dkdidocod	222	100	100
1232324345	18611133345	dsakdien	dkdidocod	330	100	100
1232324345	18611656800	dsakdien	dkdidocod	1100	100	1100
1232324345	18611143456	dsakdien	dkdidocod	2110	110	2000
1232324345	18611122334	dsakdien	dkdidocod	2110	100	100
1232324345	18611122345	dsakdien	dkdidocod	2120	100	100
1232324345	18611123434	dsakdien	dkdidocod	2120	100	100
1232324345	18611123444	dsakdien	dkdidocod	2120	100	100
1232324345	18611112334	dsakdien	dkdidocod	2120	100	100
1232324345	18611185644	dsakdien	dkdidocod	2120	100	100
1232324345	13911101256	dsakdien	dkdidocod	2120	100	100
1232324345	13918989654	dsakdien	dkdidocod	2120	100	100
